,Provider,ProviderSegment,0
2681,AdAdvisor Audiences by Neustar,CORP 16- Pharmacies,3
2682,Oracle Data Marketplace,Network Administrator,3
2683,comScore,Hulu OTT Watchers - Heavy,3
2684,Acxiom,Green Living,3
2685,AdAdvisor Audiences by Neustar,Company Size: 500+ employees,3
2686,Oracle Data Marketplace,Liberty Media,3
2687,Acxiom,Career,3
2688,Oracle Data Marketplace,Food,3
2689,Oracle Data Marketplace,Fitness Instruction & Personal Training,3
2690,Oracle Data Marketplace,Green Living,3
2691,Oracle Data Marketplace,Financial,3
2692,Acxiom,Environmental Issues,3
2693,comScore,Premium Rentals - Light,3
2694,Oracle Data Marketplace,Fashion,3
2695,Oracle Data Marketplace,HP (Hewlett Packard),3
2696,comScore,Premium Rentals - Heavy,3
2697,Oracle Data Marketplace,Environmental Issues,3
2698,Oracle Data Marketplace,Lenovo,3
2699,Oracle Data Marketplace,Entertainment,3
2700,comScore,Premium Rentals,3
2701,comScore,Streaming DVR Paid Subscription - Heavy,3
2702,Oracle Data Marketplace,Education,3
2703,comScore,Premium Paid Subscription - Light,3
2704,comScore,Streaming DVR Paid Subscription,3
2705,Oracle Data Marketplace,Economic Issues,3
2706,comScore,Premium Paid Subscription - Heavy,3
2707,comScore,Premium Paid Subscription,3
2708,comScore,OTT SVOD Watchers - Light,3
2709,comScore,OTT SVOD Watchers - Heavy,3
2710,comScore,OTT SVOD Watchers,3
2711,comScore,Netflix OTT Watchers - Light,3
2712,Oracle Data Marketplace,Health,3
2713,comScore,Netflix OTT Watchers - Heavy,3
2714,comScore,Netflix OTT Watchers,3
2715,Lotame,Trendsetters [Prepackage],3
2716,Acxiom,Bird,3
2717,Lotame,Style & Fashion [PrePackage],3
2718,AdAdvisor Audiences by Neustar,Gamers,3
2719,Lotame,College Students [PrePackage],3
2720,AdAdvisor Audiences by Neustar,Listen to Spanish Radio,3
2721,AdAdvisor Audiences by Neustar,MICRO 38- Retail,3
2722,Bombora,Retail & Shopping > Drug Stores & Pharmacies,3
2723,LiveRamp Data Marketplace,Online Gamers,3
2724,AdAdvisor Audiences by Neustar,Online Purchase Video Games And Consoles Last 3 Months,3
2725,AdAdvisor Audiences by Neustar,Read Spanish Magazine,3
2726,AdAdvisor Audiences by Neustar,Retail,3
2727,AdAdvisor Audiences by Neustar,"SMALL 33- Pharmacies, Cosmetics",3
2728,AdAdvisor Audiences by Neustar,SOHO 16- Retail Soft Goods And Misc. Retail,3
2729,AdAdvisor Audiences by Neustar,Social Responsibility Enthusiast,3
2730,LiveRamp Data Marketplace,Online Gamers - Propensity,3
2731,Bombora,Retail & Shopping > Apparel & Fashion,3
2732,Oracle Data Marketplace,Pharmaceuticals,3
2733,Bombora,Retail & Shopping & Shopping > Consumer Electronics,3
2734,Oracle Data Marketplace,Pharmacy and Drug Stores,3
2735,Zipline (i-Behavior),Retail,3
2736,LiveRamp Data Marketplace,Small Business Top Executives,3
2737,AdAdvisor Audiences by Neustar,Watch Spanish Language TV,3
2738,Oracle Data Marketplace,Prefers Takeout to Cooking,3
2739,LiveRamp Data Marketplace,PC Gamers,3
2740,Bombora,Retail & Shopping,3
2741,Bombora,Healthcare > Pharmaceuticals,3
2742,Bombora,Retail & Shopping > Home Improvement & Hardware,3
2743,AdAdvisor Audiences by Neustar,Graphic Design,3
2744,Bombora,"Retail & Shopping > Motor Vehicles, Automobiles & Cars",3
2745,LiveRamp Data Marketplace,Mid-core Female Gamers,3
2746,Lotame,Media & Internet,3
2747,Lotame,Latin America - Social Media,3
2748,Lotame,Handheld Games [Prepackage],3
2749,comScore,YouTube OTT Watchers - Heavy,3
2750,Lotame,Government,3
2751,LiveRamp Data Marketplace,Information Technology (IT),3
2752,AdAdvisor Audiences by Neustar,Credit Card Type Have-Discover,3
2753,LiveRamp Data Marketplace,Mid-core Male Gamers,3
2754,LiveRamp Data Marketplace,Music Enthusiasts,3
2755,Lotame,Online Games [PrePackage],3
2756,AdAdvisor Audiences by Neustar,Employment Industry: Wholesale & Retail Trade,3
2757,Lotame,Content Sharers [Prepackage],3
2758,Lotame,Console Games [PrePackage],3
2759,Bombora,Retail > Apparel & Fashion,3
2760,Equifax / IXI,General Manager,2
2761,Datonics,Telecommunications,2
2762,Equifax / IXI,Government Professional,2
2763,Equifax / IXI,Educator,2
2764,Webbula,Retail,2
2765,Equifax / IXI,General Counsel,2
2766,comScore,Starz Comedy,2
2767,Equifax / IXI,General Management,2
2768,Equifax / IXI,Doctor,2
2769,Equifax / IXI,Founder,2
2770,Equifax / IXI,Executive Officer,2
2771,Datonics,Shopper Moms,2
2772,Datonics,Owner / VP,2
2773,Datonics,Thanksgiving,2
2774,Equifax / IXI,Administrator,2
2775,Equifax / IXI,Customer Service Representative,2
2776,Equifax / IXI,Auditor,2
2777,Equifax / IXI,Chief Operating Officer (COO),2
2778,Equifax / IXI,Chief Marketing Officer,2
2779,Equifax / IXI,Chief Investment Officer,2
2780,Who2 by NetWise,Banking and Finance - Banking,2
2781,Equifax / IXI,Chief Information Officer (CIO),2
2782,Acxiom,3 weeks to 1 month before school starts,2
2783,Equifax / IXI,Chief Executive Officer (CEO),2
2784,Equifax / IXI,Chancellor,2
2785,Equifax / IXI,Chairman,2
2786,Equifax / IXI,C_Suite,2
2787,Equifax / IXI,Chief Risk Officer,2
2788,Equifax / IXI,Broker,2
2789,Equifax / IXI,Board Member,2
2790,Equifax / IXI,Attorney,2
2791,Equifax / IXI,Corporate Secretary,2
2792,Equifax / IXI,Chief Technical Officer (CTO),2
2793,Equifax / IXI,Associate,2
2794,Equifax / IXI,Consultant,2
2795,Acxiom,1-2 weeks before school starts,2
2796,Equifax / IXI,Assistant,2
2797,Equifax / IXI,Architect,2
2798,Equifax / IXI,Chief Purchasing Officer,2
2799,Equifax / IXI,Consultants,2
2800,Equifax / IXI,Controller,2
2801,Equifax / IXI,Administration Executive,2
2802,Equifax / IXI,Corporate Communications Executive,2
2803,Equifax / IXI,Accountant,2
2804,Equifax / IXI,Account Executive,2
2805,Equifax / IXI,Chief Financial Officer (CFO),2
2806,Webbula,Other Miscellaneous Store Retailers,2
2807,Datonics,Male,2
2808,Bombora,Engineering > Chemical,2
2809,Acxiom - International,25 to 34,2
2810,D&B,CMO (Chief Marketing Officer),2
2811,Zipline (i-Behavior),Age: 18-24,2
2812,AdAdvisor Audiences by Neustar,25-34 Female,2
2813,AdAdvisor Audiences by Neustar,25-34 Male,2
2814,Zipline (i-Behavior),Telecom,2
2815,D&B,B2B Job Function/Roles > Research & Development,2
2816,D&B,B2B Job Function/Roles > Marketing > Advertising,2
2817,AdAdvisor Audiences by Neustar,Male,2
2818,Bombora,Age 18-24,2
2819,Bombora,Age 25-34,2
2820,Bombora,Engineering > Electronics,2
2821,Zipline (i-Behavior),25-34 Yrs Old,2
2822,Bombora,Engineering > Mechanical,2
2823,Bombora,Government > Elected Officials,2
2824,Bombora,Male,2
2825,D&B,B2B Job Function/Roles > Finance > Procurement,2
2826,Bombora,Spanish,2
2827,Bombora,Telecommunications,2
2828,Bombora,Telecommunications > Cable & Satellite,2
2829,Bombora,Telecommunications > ISPs,2
2830,D&B,B2B Industry > Telecommunications > Wired Telecommunications,2
2831,D&B,B2B Industry > Telecommunications > Telecommunications,2
2832,Bombora,Telecommunications > Telephony & Wireless,2
2833,Acxiom - International,18 to 24,2
2834,Zipline (i-Behavior),25 to 34 years,2
2835,Who2 by NetWise,Gender - Male,2
2836,D&B,Product/Market Management,2
2837,Acxiom,Electronics Store,2
2838,Who2 by NetWise,Healthcare and Health Services,2
2839,Who2 by NetWise,Healthcare and Health Services - Hospitals and Specialty Clinics,2
2840,Datonics,Cyber Week,2
2841,Datonics,Christmas,2
2842,Acxiom,Filed Tax Returns After IRS Deadline In the Past 12 Months (Financial),2
2843,D&B,Telecommunications,2
2844,Who2 by NetWise,Male,2
2845,D&B,Sales & Marketing Professionals,2
2846,D&B,Sales & Marketing Decision Makers,2
2847,comScore,Males: 25-34,2
2848,D&B,Marketing,2
2849,Zipline (i-Behavior),18-24 Yrs Old,2
2850,D&B,Marcomm,2
2851,Acxiom,Movies and Music,2
2852,Acxiom,Office Supplies Store,2
2853,comScore,Females: 25-34,2
2854,comScore,Females: 18-24,2
2855,Acxiom,Thrift Stores/Resale Shops,2
2856,Who2 by NetWise,Technology Use - Cloud Computing - Cloud Infrastructure Computing,2
2857,Who2 by NetWise,Telecommunications,2
2858,D&B,General Marketing,2
2859,Who2 by NetWise,Video Games,2
2860,Zipline (i-Behavior),18 to 24 years,2
2861,Equifax / IXI,Human Resources Executive,2
2862,Experian Standard,"$200,000+",2
2863,Webbula,Nonstore Retailers,2
2864,Oracle Data Marketplace,Online Consumer Electronics High Spenders,2
2865,Oracle Data Marketplace,18-24 Years,2
2866,Oracle Data Marketplace,25-34 Years,2
2867,Oracle Data Marketplace,Millennials,2
2868,Oracle Data Marketplace,Adobe Summit,2
2869,Oracle Data Marketplace,Age 18-24,2
2870,Oracle Data Marketplace,Always on Their Smartphone,2
2871,Oracle Data Marketplace,Apparel (Clothing),2
2872,Oracle Data Marketplace,Apple Worldwide Developers Conference (WWDC),2
2873,Oracle Data Marketplace,Attends Online Education Courses,2
2874,Webbula,Additional Occupants from 18 - 24 years old.,2
2875,Webbula,Additional Occupants from 25 - 34 years old.,2
2876,Oracle Data Marketplace,C-Level Executives,2
2877,Oracle Data Marketplace,CES,2
2878,Oracle Data Marketplace,Males 25-34,2
2879,Experian Standard,O55 - Family Troopers,2
2880,Experian Standard,O54 - Influenced by Influencers,2
2881,Experian Standard,O53 - Colleges and Cafes,2
2882,Experian Standard,O52 - Urban Ambition,2
2883,Experian Standard,O51 - Digitally Savvy,2
2884,Experian Standard,O50 - Full Steam Ahead,2
2885,Oracle Data Marketplace,Caucasian,2
2886,Experian Standard,Male,2
2887,Oracle Data Marketplace,Chief Administrative Officers (CAO),2
2888,Oracle Data Marketplace,Chief Planning Officers (CPO),2
2889,Webbula,Business Owner,2
2890,Experian Standard,G25 - Urban Edge,2
2891,Oracle Data Marketplace,Consumer Electronics Frequent Spenders,2
2892,Oracle Data Marketplace,Cruises: High Spenders,2
2893,Oracle Data Marketplace,CxO Conferences,2
2894,Webbula,18 - 24 year olds,2
2895,Lotame,Computers & Technology [PrePackage],2
2896,Oracle Data Marketplace,Dell World,2
2897,Oracle Data Marketplace,Online Gift Shoppers High Spenders,2
2898,Oracle Data Marketplace,School Supplies,2
2899,Oracle Data Marketplace,Retailers,2
2900,LiveRamp Data Marketplace,Online Education,2
2901,LiveRamp Data Marketplace,Human Resource Programs,2
2902,Oracle Data Marketplace,Reality TV Shows Enthusiasts,2
2903,LiveRamp Data Marketplace,Household Income $150k+,2
2904,LiveRamp Data Marketplace,"Household Income $141,000 - $150,000",2
2905,LiveRamp Data Marketplace,"Household Income $131,000 - $140000",2
2906,LiveRamp Data Marketplace,"Household Income $121,000 - $130,000",2
2907,LiveRamp Data Marketplace,"Household Income $111,000 - $120000",2
2908,LiveRamp Data Marketplace,"Household Income $101,000 - $110,000",2
2909,LiveRamp Data Marketplace,Household Income $100k+,2
2910,Oracle Data Marketplace,Software,2
2911,LiveRamp Data Marketplace,Engineering/Technical Staff,2
2912,Oracle Data Marketplace,Strategic Planning and Business Development Professionals,2
2913,Oracle Data Marketplace,Tablets & eReaders,2
2914,Equifax / IXI,Library Professional,2
2915,Oracle Data Marketplace,Takes Online Education Course,2
2916,LiveRamp Data Marketplace,Seasonal - Black Friday Shoppers,2
2917,Oracle Data Marketplace,Tech Crunch Disrupt,2
2918,LiveRamp Data Marketplace,Small Business,2
2919,LiveRamp Data Marketplace,Dell Buyer Propensity,2
2920,Oracle Data Marketplace,Teens,2
2921,Oracle Data Marketplace,Telecommunications,2
2922,LiveRamp Data Marketplace,Supply Chain Manager,2
2923,Oracle Data Marketplace,Personal Care Services,2
2924,Oracle Data Marketplace,Oracle Open World,2
2925,Oracle Data Marketplace,Value Added Resellers (VAR),2
2926,Lotame,Computers & Software [PrePackage],2
2927,Experian Standard,G24 - Ambitious Singles,2
2928,Oracle Data Marketplace,Microsoft Ignite,2
2929,Oracle Data Marketplace,Desktops & Laptops,2
2930,Equifax / IXI,Publisher,2
2931,Experian Standard,"$100,000-$124,999",2
2932,Experian Standard,"$100,000+",2
2933,Equifax / IXI,Vice President Sales,2
2934,Equifax / IXI,Vice President Purchasing,2
2935,Equifax / IXI,Officer,2
2936,Equifax / IXI,Owner,2
2937,Equifax / IXI,Partner,2
2938,Equifax / IXI,Plant Manager,2
2939,Oracle Data Marketplace,IT/Technology,2
2940,Equifax / IXI,President,2
2941,Equifax / IXI,Principal,2
2942,Equifax / IXI,Vice Chairman,2
2943,Equifax / IXI,Professional,2
2944,Equifax / IXI,Public Relations Professional,2
2945,Webbula,Government,2
2946,Experian Standard,"$175,000+",2
2947,Equifax / IXI,Treasurer,2
2948,Equifax / IXI,Telecommunication Executive,2
2949,Equifax / IXI,Superintendent,2
2950,Equifax / IXI,Strategic Planning Executive,2
2951,Oracle Data Marketplace,Distance and Online Education,2
2952,Equifax / IXI,Shareholder,2
2953,Equifax / IXI,Real Estate Agent,2
2954,Equifax / IXI,Religious Leader,2
2955,Equifax / IXI,Sales Executive,2
2956,Oracle Data Marketplace,Home Schooling,2
2957,Equifax / IXI,Sales Marketing,2
2958,Equifax / IXI,Senior Vice President Sales,2
2959,Equifax / IXI,Senior Vice President Marketing,2
2960,Equifax / IXI,Sales and Marketing Decision Influencer,2
2961,Experian Standard,"$125,000+",2
2962,Equifax / IXI,Secretary,2
2963,Experian Standard,"$175,000-$199,999",2
2964,Oracle Data Marketplace,Females 25-34,2
2965,Experian Standard,30-34,2
2966,Experian Standard,35-39,2
2967,Equifax / IXI,Medical Professional,2
2968,Experian Standard,40-44,2
2969,Oracle Data Marketplace,Kids Under 12,2
2970,Oracle Data Marketplace,Fish,2
2971,Oracle Data Marketplace,Females 18-24,2
2972,Experian Standard,25-29,2
2973,Oracle Data Marketplace,Executive/C-Suite,2
2974,Oracle Data Marketplace,Electronic Resellers,2
2975,Equifax / IXI,Mayor,2
2976,Oracle Data Marketplace,Dreamforce (Salesforce),2
2977,Experian Standard,40-49,2
2978,Equifax / IXI,Marketing Executive,2
2979,Experian Standard,25-54,2
2980,Experian Standard,30-39,2
2981,Oracle Data Marketplace,Kids Lunchbox Packers,2
2982,Experian Standard,19-24,2
2983,Oracle Data Marketplace,Gift Shoppers Spenders,2
2984,Equifax / IXI,Member,2
2985,Oracle Data Marketplace,Gen Z,2
2986,Oracle Data Marketplace,In Store Consumer Electronics High Spenders,2
2987,Oracle Data Marketplace,Gaming Desktop or Laptop Computer (PC),2
2988,Oracle Data Marketplace,In Store Gift Shoppers High Spenders,2
2989,Oracle Data Marketplace,Portable Computer Memory,1
2990,LiveRamp Data Marketplace,PC Gamers (Mobile),1
2991,LiveRamp Data Marketplace,Servers,1
2992,Bombora,Engineering > Civil,1
2993,Oracle Data Marketplace,Home Entertaining,1
2994,LiveRamp Data Marketplace,Security,1
2995,LiveRamp Data Marketplace,Mercedes,1
2996,Zipline (i-Behavior),Music,1
2997,Bombora,Engineering > Biomedical,1
2998,LiveRamp Data Marketplace,Networking,1
2999,LiveRamp Data Marketplace,Printing,1
3000,LiveRamp Data Marketplace,New Business / Startups,1
3001,LiveRamp Data Marketplace,Phone & Computer Game Downloaders (Web),1
3002,LiveRamp Data Marketplace,Owner,1
3003,Bombora,Operations > Facilities,1
3004,Bombora,Media & Internet > Movie & Video,1
3005,Bombora,Operations > Customer Relations,1
3006,LiveRamp Data Marketplace,"Software, Technology & Information Systems Industry",1
3007,Bombora,Operations > Change Management,1
3008,Bombora,Engineering > Industrial,1
3009,Bombora,Operations > Logistics,1
3010,Oracle Data Marketplace,Quick Service & Fast Food,1
3011,Bombora,Female,1
3012,LiveRamp Data Marketplace,Phone & Computer Game Downloaders (Mobile),1
3013,LiveRamp Data Marketplace,Personal Computer,1
3014,LiveRamp Data Marketplace,PC Gamers (Web),1
3015,Bombora,Operations > Compliance,1
3016,AdAdvisor Audiences by Neustar,Investment Leader: Average,1
3017,AdAdvisor Audiences by Neustar,Type of Video Game System Own: Online Computer Games,1
3018,AdAdvisor Audiences by Neustar,Type of Video Game System Own: Offline Computer Games,1
3019,Acxiom - International,Retail Trade,1
3020,Acxiom - International,Personal Care,1
3021,Acxiom - International,Hospitality,1
3022,Oracle Data Marketplace,$100K - $125K,1
3023,Oracle Data Marketplace,$125K - $150K,1
3024,Oracle Data Marketplace,$150K - $175K,1
3025,Oracle Data Marketplace,$175K - $200K,1
3026,Oracle Data Marketplace,$200K - $250K,1
3027,Oracle Data Marketplace,More than $250K,1
3028,LiveRamp Data Marketplace,Marketing Professional Groups,1
3029,Oracle Data Marketplace,Hardware (Basic),1
3030,Oracle Data Marketplace,Big City Millennials,1
3031,Oracle Data Marketplace,Big Data Database,1
3032,Oracle Data Marketplace,Black Friday and Cyber Monday Shoppers,1
3033,Oracle Data Marketplace,Breakfast Foods,1
3034,Oracle Data Marketplace,Males 18-24,1
3035,Oracle Data Marketplace,Collaboration,1
3036,Oracle Data Marketplace,Computer Accessories,1
3037,Oracle Data Marketplace,London,1
3038,Oracle Data Marketplace,Database Management Software,1
3039,Oracle Data Marketplace,Databases,1
3040,Acxiom - International,Trade Retail,1
3041,Lotame,United States Male 18-24,1
3042,Lotame,United States Female 18-24,1
3043,Lotame,Australia Female 25-34,1
3044,LiveRamp Data Marketplace,Storage,1
3045,LiveRamp Data Marketplace,Tech Enthusiast,1
3046,LiveRamp Data Marketplace,Tech Enthusiast - Precise,1
3047,Oracle Data Marketplace,Internet and Networking Equipment,1
3048,LiveRamp Data Marketplace,Transportation & Public Utilities Industry,1
3049,LiveRamp Data Marketplace,VP,1
3050,LiveRamp Data Marketplace,Virtualization,1
3051,LiveRamp Data Marketplace,Wholesale Trade Industry,1
3052,Lotame,Age : 25-34 [PrePackage],1
3053,Lotame,Canada Female 18-24,1
3054,Lotame,United Kingdom Male 18-24,1
3055,Lotame,Canada Female 25-34,1
3056,AdAdvisor Audiences by Neustar,Female,1
3057,AdAdvisor Audiences by Neustar,Fast Food Restaurant-Visit Most Last 30Day-Panera Bread,1
3058,Lotame,Education,1
3059,Lotame,France Female 25-34,1
3060,Lotame,France Male 18-24,1
3061,Lotame,Offline Brand Purchasers - Dove (Personal Care),1
3062,Oracle Data Marketplace,Networking Infrastructure,1
3063,Lotame,Telecommunications,1
3064,LiveRamp Data Marketplace,"Media, Entertainment & Publishing Industry",1
3065,D&B,B2B Job Function/Roles > Marketing > Marketing Management,1
3066,LiveRamp Data Marketplace,Manufacturing Industry,1
3067,D&B,Online Interest in Virtualization Solutions,1
3068,Datonics,Cyber Monday,1
3069,LiveRamp Data Marketplace,$1-2M,1
3070,D&B,Wireless and Satellite,1
3071,D&B,Wired Telecommunications,1
3072,D&B,Software/Information Technology,1
3073,LiveRamp Data Marketplace,$125-150k,1
3074,LiveRamp Data Marketplace,$150-200k,1
3075,Webbula,Accounting,1
3076,LiveRamp Data Marketplace,$200-250k,1
3077,Who2 by NetWise,Manufacturing - Aviation,1
3078,Who2 by NetWise,Manufacturing - Computer and Office Equipment,1
3079,D&B,Packaged Software,1
3080,D&B,Online Interest in Workstations,1
3081,D&B,Online Interest in Virtual Storage,1
3082,LiveRamp Data Marketplace,$400-500k,1
3083,D&B,Online Interest in Virtual Servers,1
3084,D&B,Online Interest in Virtual Desktops,1
3085,D&B,Online Interest in Storage Solutions,1
3086,LiveRamp Data Marketplace,$250-300k,1
3087,LiveRamp Data Marketplace,$2M+,1
3088,D&B,Online Interest in Software Development Tools,1
3089,D&B,Online Interest in Servers,1
3090,D&B,Online Interest in Networking Equipment & Solutions,1
3091,D&B,Online Interest in Laptops,1
3092,D&B,Online Interest in Internet Of Things (IOT) Solutions,1
3093,D&B,Online Interest in Digital Transformation Solutions,1
3094,D&B,Online Interest in Cybersecurity Solutions,1
3095,LiveRamp Data Marketplace,$300-400k,1
3096,Experian Standard,Music,1
3097,Webbula,Banking,1
3098,Webbula,Biomedical Engineering,1
3099,Datonics,Female,1
3100,Webbula,Pharmaceutical Industry,1
3101,Webbula,Mechanical Engineering,1
3102,Webbula,Wealth Management,1
3103,Webbula,Investment Banking,1
3104,Webbula,Industrial Engineering,1
3105,Webbula,Electronics Engineering,1
3106,Webbula,Electrical Engineering,1
3107,Webbula,Education Professors,1
3108,Who2 by NetWise,Education - Management & Administration,1
3109,Who2 by NetWise,Education - Professors & Teachers,1
3110,Who2 by NetWise,Engineering - Biomedical,1
3111,Who2 by NetWise,Engineering - Civil,1
3112,Who2 by NetWise,Engineering - Electrical,1
3113,Who2 by NetWise,Engineering - Industrial & Mechanical,1
3114,Who2 by NetWise,Female,1
3115,Datonics,"Management, Business and Financial Operations",1
3116,Who2 by NetWise,Finance - Accounting,1
3117,Who2 by NetWise,Finance - Banking,1
3118,Who2 by NetWise,Finance - Financial Advisors,1
3119,Who2 by NetWise,Finance - Investment Banking,1
3120,Experian Standard,Female,1
3121,Who2 by NetWise,Gender - Female,1
3122,Webbula,Civil Engineering,1
3123,Webbula,Chemical Engineering,1
3124,Datonics,Financial & Banking,1
3125,Datonics,Finance > Managerial Position,1
3126,Datonics,Finance & Banking,1
3127,D&B,Marketing = 1,1
3128,LiveRamp Data Marketplace,$500-750k,1
3129,LiveRamp Data Marketplace,It Management,1
3130,LiveRamp Data Marketplace,Healthcare & Health Services Industry,1
3131,D&B,B2B Job Function/Roles > Research & Development > General R&D,1
3132,LiveRamp Data Marketplace,Device Connectivity,1
3133,D&B,B2B Job Function/Roles > Operations > Technical Support,1
3134,D&B,B2B Job Function/Roles > Operations > Operations Management,1
3135,D&B,B2B Job Function/Roles > Operations > General Operations,1
3136,D&B,B2B Job Function/Roles > Marketing > Creative,1
3137,Oracle Data Marketplace,System Security Services,1
3138,Oracle Data Marketplace,System Analytics and Monitoring,1
3139,LiveRamp Data Marketplace,Enterprise Technology,1
3140,Oracle Data Marketplace,Software (Basic),1
3141,LiveRamp Data Marketplace,Hardcore Gamers (Mobile),1
3142,LiveRamp Data Marketplace,Hardcore Gamers (Web),1
3143,LiveRamp Data Marketplace,Hardware,1
3144,D&B,B2B Industry > Software/Information Technology,1
3145,D&B,Likely to have software budget,1
3146,D&B,B2B Industry > Healthcare,1
3147,D&B,B2B Industry > Government > National Security and International,1
3148,D&B,B2B Industry > Government > Justice Order and Safety,1
3149,D&B,B2B Industry > Government > Human Resources,1
3150,D&B,B2B Industry > Government > Housing and Urban Planning,1
3151,D&B,B2B Industry > Government > Executive and Legislative,1
3152,D&B,B2B Industry > Government > Environmental Quality,1
3153,D&B,B2B Industry > Government > Economic Programs,1
3154,D&B,B2B Industry > Educational Services > Technical and Trade Schools,1
3155,D&B,B2B Industry > Educational Services > Elementary and Secondary,1
3156,D&B,B2B Industry > Educational Services > Educational Support Services,1
3157,D&B,B2B Industry > Educational Services > Business and Computer Training,1
3158,LiveRamp Data Marketplace,It Infrastructure,1
3159,LiveRamp Data Marketplace,Desktop,1
3160,D&B,B2B Job Function/Roles > Sales > Sales Executives,1
3161,LiveRamp Data Marketplace,Data Center,1
3162,D&B,B2B Professionals > IT Professionals,1
3163,LiveRamp Data Marketplace,$750k-1M,1
3164,LiveRamp Data Marketplace,Alienware,1
3165,Oracle Data Marketplace,Washers,1
3166,D&B,High Spenders on Business Products & Services,1
3167,LiveRamp Data Marketplace,Audi,1
3168,Oracle Data Marketplace,Virtualization Technology,1
3169,LiveRamp Data Marketplace,BMW,1
3170,LiveRamp Data Marketplace,Banking & Finance Industry,1
3171,Who2 by NetWise,Transportation and Travel,1
3172,Who2 by NetWise,Transportation and Travel - Trucking and Logistics,1
3173,LiveRamp Data Marketplace,Business Solutions,1
3174,Who2 by NetWise,Wholesale,1
3175,LiveRamp Data Marketplace,"C-Level, CEO, CMO, CTO, CIO, COO, CFO",1
3176,LiveRamp Data Marketplace,C-level,1
3177,LiveRamp Data Marketplace,CEO (Chief Executive Officer),1
3178,LiveRamp Data Marketplace,CFO (Chief Financial Officer),1
3179,D&B,Educational Support Services,1
3180,LiveRamp Data Marketplace,CIO (Chief Information Officer),1
3181,LiveRamp Data Marketplace,CMO (Chief Marketing Officer),1
3182,D&B,Educational Services,1
3183,LiveRamp Data Marketplace,CTO (Chief Technology Officer),1
3184,D&B,Data Processing and Hosting,1
3185,D&B,Custom Software and Design,1
3186,D&B,Chief Officers (Other),1
3187,LiveRamp Data Marketplace,Cloud,1
3188,D&B,Business and Computer Training,1
3189,LiveRamp Data Marketplace,Cloud As A Service,1
3190,Oracle Data Marketplace,Independent Software Vendors (ISV),1
