Browser,Visits,Unique Visitors,Revenue,Revenue / Visits,Total Orders,Occurrences
Phoenix 5.6,5,3,0,0,0,8
Pale Moon 28.11,5,3,0,0,0,7
Chromium 63.0,5,2,0,0,0,70
Opera 39.0,5,2,0,0,0,29
Whale 1.22,5,2,0,0,0,25
Opera Mobile 52.3,5,2,0,0,0,8
Netscape Navigator 8.0.1,5,2,0,0,0,5
Chromium GOST 93.0,5,1,0,0,0,90
Firefox 93.1,5,1,0,0,0,36
Opera 58.5,5,1,0,0,0,17
Opera 60.2,5,1,0,0,0,17
Firefox 11.0b9935,5,1,0,0,0,7
Safari 5.1.9,4,4,0,0,0,1065
Mozilla Firefox 2.0.0.7,4,4,0,0,0,1014
Safari 8.0.6,4,4,0,0,0,990
Mozilla Firefox 13.0,4,4,0,0,0,795
Mozilla Firefox 18.0,4,4,0,0,0,670
Firefox 10.4b8288,4,4,0,0,0,506
Mozilla Firefox 23.0,4,4,0,0,0,442
Mozilla Firefox 27.0,4,4,0,0,0,365
Aloha Browser 0.5,4,4,0,0,0,138
Firefox 13.0,4,4,0,0,0,87
Yandex.Browser 10.51,4,4,0,0,0,74
Chrome 57.14,4,4,0,0,0,66
VivoBrowser 10.6,4,4,0,0,0,65
Chrome 100.5,4,4,0,0,0,62
Firefox 102.10,4,4,0,0,0,58
Yandex.Browser 20.12,4,4,0,0,0,53
Opera Mobile 12.74,4,4,0,0,0,52
Opera Mobile 0.14,4,4,0,0,0,35
Chrome Mobile 359.0,4,4,0,0,0,32
Edge 18.19035,4,4,0,0,0,32
Chromium 57.0,4,4,0,0,0,30
Chromium 53.0,4,4,0,0,0,27
Opera 12.11,4,4,0,0,0,14
Opera 71.3,4,4,0,0,0,14
UC Browser 98.7,4,4,0,0,0,13
Coc Coc Browser 47.0,4,4,0,0,0,12
Safari 89,4,4,0,0,0,12
IceDragon,4,4,0,0,0,12
Opera 70.3,4,4,0,0,0,10
Opera 12.50,4,4,0,0,0,10
Coc Coc Browser 60.4,4,4,0,0,0,10
Opera Mobile 77.0,4,4,0,0,0,10
VivoBrowser 5.1,4,4,0,0,0,10
Mypal 28.15,4,4,0,0,0,9
Edge 18.19030,4,4,0,0,0,9
UC Browser 9.2,4,4,0,0,0,9
Phoenix 6.0,4,4,0,0,0,9
Opera Mobile 14.0,4,4,0,0,0,9
Opera Mobile 39.0,4,4,0,0,0,8
Opera 24,4,4,0,0,0,8
Safari 6.2,4,4,0,0,0,8
VivoBrowser 7.7,4,4,0,0,0,7
Opera 11.62,4,4,0,0,0,7
SeaMonkey 2.12,4,4,0,0,0,7
Phoenix 5.1,4,4,0,0,0,7
UC Browser 9.9,4,4,0,0,0,7
Opera Mini 10.2,4,4,0,0,0,7
Google Chrome 21.0,4,4,0,0,0,7
Opera 9.12,4,4,0,0,0,7
Opera 9.27,4,4,0,0,0,6
Opera Mini 6.0,4,4,0,0,0,6
Iron 39.0,4,4,0,0,0,6
Internet Explorer 5.12,4,4,0,0,0,6
Amazon Silk 1.1,4,4,0,0,0,6
Opera 5.12,4,4,0,0,0,5
Opera Mobile 8.4,4,4,0,0,0,5
Amazon Silk 63.1,4,4,0,0,0,5
Opera Mobile 9.0,4,4,0,0,0,5
Edge 18.21390,4,4,0,0,0,5
Internet Explorer 3.02,4,4,0,0,0,5
Phoenix 6.9,4,4,0,0,0,5
Netscape Navigator 4.74,4,4,0,0,0,5
Opera Mobile 9.1,4,4,0,0,0,5
Meizu Browser 8.2,4,4,0,0,0,5
Opera 9.9,4,4,0,0,0,5
Microsoft Internet Explorer 4.5 (Macintosh),4,4,0,0,0,5
Mobile Opera 7.53,4,4,0,0,0,5
Opera 10.60,4,4,0,0,0,5
Opera Mobile 25.0,4,4,0,0,0,5
Mobile Opera 9.5,4,4,0,0,0,5
Netscape Navigator 4.73,4,4,0,0,0,4
Opera 9.70,4,4,0,0,0,4
Opera 10.5,4,4,0,0,0,4
Opera Mini 66.2,4,4,0,0,0,4
Mobile Konqueror 3.4,4,4,0,0,0,4
AOL Browser 9.6,4,4,0,0,0,4
Konqueror 3.1-rc1,4,4,0,0,0,4
Opera 9.7,4,4,0,0,0,4
Opera Mini 4.3,4,4,0,0,0,4
Firefox 83.1,4,4,0,0,0,4
Waterfox 55.0,4,4,0,0,0,4
Opera 7.03,4,4,0,0,0,4
Iron 11.0,4,4,0,0,0,4
Microsoft Internet Explorer 3.01,4,4,0,0,0,4
Mobile Opera 7.52,4,4,0,0,0,4
BlackBerry Browser 10.54,4,4,0,0,0,4
Opera Mobile 8.65,4,4,0,0,0,4
Mozilla (Gecko) 1.7.2,4,4,0,0,0,4
Microsoft Edge 82.0,4,4,0,0,0,4
Edge 18.25188,4,4,0,0,0,4
Google Chrome 0.4,4,4,0,0,0,4
Edge 18.25276,4,4,0,0,0,4
Mobile Opera 6.12,4,4,0,0,0,4
Opera Mobile 35.2,4,4,0,0,0,4
SeaMonkey 2.1b2pre,4,4,0,0,0,4
Edge 18.25206,4,4,0,0,0,4
Opera Mini 67.1,4,4,0,0,0,4
Yandex.Browser 9.20,4,4,0,0,0,4
Opera 10.8,4,4,0,0,0,4
Opera Mini 67.0,4,4,0,0,0,4
Opera 7.54,4,4,0,0,0,4
QQ Browser 9.2,4,3,0,0,0,104
Waterfox 91.8,4,3,0,0,0,72
Firefox 91.7,4,3,0,0,0,67
Oculus Browser 7.0,4,3,0,0,0,64
Google Chrome (GoogleTV),4,3,0,0,0,61
Nokia Browser 8.2,4,3,0,0,0,50
Opera 61,4,3,0,0,0,47
Safari 95,4,3,0,0,0,41
Phoenix 8.7,4,3,0,0,0,36
MQQ Browser 8.8,4,3,0,0,0,29
Quark 4.0,4,3,0,0,0,27
MQQ Browser 7.8,4,3,0,0,0,25
Chrome 109.7,4,3,0,0,0,25
Opera 69.2,4,3,0,0,0,24
Phoenix 8.0,4,3,0,0,0,23
Opera Mobile 12.139,4,3,0,0,0,21
Edge 18.18334,4,3,0,0,0,21
Safari 96,4,3,0,0,0,20
Opera 51.2,4,3,0,0,0,20
Safari 15.100000,4,3,0,0,0,20
VivoBrowser 11.9,4,3,0,0,0,16
Tizen Browser 2.3,4,3,0,0,0,16
Android Browser 13.1,4,3,0,0,0,13
Amazon Silk 91.2,4,3,0,0,0,10
Pale Moon 28.16,4,3,0,0,0,10
Opera 39.1,4,3,0,0,0,10
Aloha Browser 3.5,4,3,0,0,0,9
Amazon Silk 74.3,4,3,0,0,0,9
IceDragon 38.0,4,3,0,0,0,8
Iceweasel 31.6,4,3,0,0,0,6
Opera 10.9,4,3,0,0,0,6
Opera 62.5,4,3,0,0,0,5
Firefox 60.9,4,2,0,0,0,48
Chrome 50.14,4,2,0,0,0,42
Chrome 110.6,4,2,0,0,0,32
MIUI Browser 4.0,4,2,0,0,0,23
Opera Mobile 63.2,4,2,0,0,0,16
MQQ Browser 6.6,4,2,0,0,0,11
Opera Mobile 70.2,4,2,0,0,0,6
Chrome 56.15,4,1,0,0,0,137
CM Browser 80.0,4,1,0,0,0,24
Meizu Browser 7.11,4,1,0,0,0,10
Thunderbird 52.8,4,1,0,0,0,4
Seznam Browser 7.2,4,1,0,0,0,4
Safari 6.1.6,3,3,0,0,0,1404
Safari 8.0.5,3,3,0,0,0,1133
Firefox 10.6b8836,3,3,0,0,0,707
Mozilla Firefox 1.5.0.3,3,3,0,0,0,703
Safari 7.1.6,3,3,0,0,0,515
Firefox 5.3,3,3,0,0,0,405
Microsoft Internet Explorer 5.14 (Macintosh),3,3,0,0,0,357
Microsoft Internet Explorer 5.22 (Macintosh),3,3,0,0,0,351
Firefox 1.4,3,3,0,0,0,324
Aloha Browser Lite 1.7,3,3,0,0,0,65
Amazon Silk 98.5,3,3,0,0,0,45
Chrome Mobile 85,3,3,0,0,0,43
Safari 10.7,3,3,0,0,0,38
Chrome 58.8,3,3,0,0,0,35
Chromium GOST 90.0,3,3,0,0,0,35
Puffin 8.2,3,3,0,0,0,26
VivoBrowser 10.7,3,3,0,0,0,26
115 Browser 9.0,3,3,0,0,0,25
Firefox Focus,3,3,0,0,0,24
Chrome 57.20,3,3,0,0,0,23
Pale Moon 28.10,3,3,0,0,0,21
Chrome Mobile 103.2,3,3,0,0,0,19
Edge 95,3,3,0,0,0,16
Chrome 94.4,3,3,0,0,0,15
Mypal 28.16,3,3,0,0,0,14
Opera 61.2,3,3,0,0,0,14
Cyberfox 40.0,3,3,0,0,0,14
Phoenix 8.8,3,3,0,0,0,13
Brave 110,3,3,0,0,0,13
Opera 27.0,3,3,0,0,0,12
Maxthon 6.1,3,3,0,0,0,12
Phoenix 6.1,3,3,0,0,0,11
UC Browser 11.2,3,3,0,0,0,11
Amazon Silk 94.3,3,3,0,0,0,11
Chrome Mobile 91,3,3,0,0,0,10
QQ Browser 8.3,3,3,0,0,0,10
Opera 69.3,3,3,0,0,0,9
Firefox 84.1,3,3,0,0,0,9
Waterfox 38.1,3,3,0,0,0,9
Firefox 86.1,3,3,0,0,0,9
Waterfox 40.0,3,3,0,0,0,9
Chromium 62.0,3,3,0,0,0,9
Opera 26,3,3,0,0,0,9
CM Browser 33.0,3,3,0,0,0,8
Opera Mobile 8.6,3,3,0,0,0,8
Dolphin 2.0,3,3,0,0,0,8
Samsung Browser 22.0,3,3,0,0,0,7
Chrome Mobile 83.1,3,3,0,0,0,7
Edge 12.10536,3,3,0,0,0,7
Phoenix 7.7,3,3,0,0,0,6
CM Browser 111.0,3,3,0,0,0,6
Vivaldi 2.2,3,3,0,0,0,6
Konqueror 4.14,3,3,0,0,0,6
Thunderbird 1.0,3,3,0,0,0,6
OPPO Browser 20.5,3,3,0,0,0,6
Amazon Silk 89.3,3,3,0,0,0,5
Opera Mobile 36.0,3,3,0,0,0,5
Edge 14.9200,3,3,0,0,0,5
Mozilla Firefox 1.5 beta,3,3,0,0,0,5
Whale 1.17,3,3,0,0,0,5
Amazon Silk 83.1,3,3,0,0,0,5
Yandex.Browser 21.117,3,3,0,0,0,5
UC Browser 5.0,3,3,0,0,0,5
Opera Mobile 11.10,3,3,0,0,0,5
Chrome 0.3,3,3,0,0,0,4
Mobile Opera 6.1,3,3,0,0,0,4
Internet Explorer 5.21,3,3,0,0,0,4
Chrome 10.5,3,3,0,0,0,4
Whale 2.5,3,3,0,0,0,4
Edge 18.25201,3,3,0,0,0,4
Opera Mobile 37.3,3,3,0,0,0,4
Edge 18.25197,3,3,0,0,0,4
Firefox 2.2,3,3,0,0,0,4
Opera 10.63,3,3,0,0,0,4
Phoenix 7.5,3,3,0,0,0,4
Opera Mini 14.0,3,3,0,0,0,4
Opera Mobile 44.0,3,3,0,0,0,4
Chrome 4.1,3,3,0,0,0,4
Android Browser 5.0,3,3,0,0,0,4
Chrome 604.1,3,3,0,0,0,4
Iron 44.0,3,3,0,0,0,4
Opera Mobile 46.1,3,3,0,0,0,4
Edge 18.25217,3,3,0,0,0,4
Puffin 7.7,3,3,0,0,0,4
Opera GX 109.0,3,3,0,0,0,4
Internet Explorer 6.01,3,3,0,0,0,3
Netscape Navigator 4.79,3,3,0,0,0,3
Mobile Opera 7.21,3,3,0,0,0,3
Mozilla (Gecko) 0.9.9,3,3,0,0,0,3
Internet Explorer 999.1,3,3,0,0,0,3
Firefox 14.7,3,3,0,0,0,3
Konqueror 3.4,3,3,0,0,0,3
Netscape Navigator 4.07,3,3,0,0,0,3
Meizu Browser 2.1,3,3,0,0,0,3
Edge 112.1722,3,3,0,0,0,3
Mozilla Firefox 2.0 beta,3,3,0,0,0,3
Opera Mini 6.24093,3,3,0,0,0,3
Netscape Navigator 7.02,3,3,0,0,0,3
Camino 1.0,3,3,0,0,0,3
Amazon Silk 90.1,3,3,0,0,0,3
MSN TV2,3,3,0,0,0,3
Opera 9.99,3,3,0,0,0,3
Phoenix 4.3,3,3,0,0,0,3
Chrome Mobile 7.0,3,3,0,0,0,3
Opera Mobile 6.6,3,3,0,0,0,3
Safari 5.0.5,3,3,0,0,0,3
Mobile Opera 5.0,3,3,0,0,0,3
Konqueror 3.1-rc3,3,3,0,0,0,3
VivoBrowser 5.10,3,3,0,0,0,3
Opera 88,3,3,0,0,0,3
VivoBrowser 6.2,3,3,0,0,0,3
Phoenix 7.9,3,3,0,0,0,3
Yandex.Browser 22.36,3,3,0,0,0,3
Iceweasel 3.5,3,3,0,0,0,3
Microsoft Internet Explorer 5.16 (Macintosh),3,3,0,0,0,3
AOL Browser 7.0,3,3,0,0,0,3
SeaMonkey 2.2a1pre,3,3,0,0,0,3
MIUI Browser 2.4,3,3,0,0,0,3
Microsoft Internet Explorer 7.0 (AOL),3,3,0,0,0,3
NetSurf 2.0,3,3,0,0,0,3
Chromium 86.0,3,3,0,0,0,3
Amazon Silk 83.4,3,3,0,0,0,3
Netscape Navigator 4.51,3,3,0,0,0,3
Opera 7.10,3,3,0,0,0,3
Chrome 56.10,3,2,0,0,0,73
Sleipnir 4.6,3,2,0,0,0,64
Phoenix 6.4,3,2,0,0,0,57
VivoBrowser 1.1,3,2,0,0,0,43
Yandex.Browser 22.8,3,2,0,0,0,28
Edge 18.21277,3,2,0,0,0,28
Chrome 86.1,3,2,0,0,0,24
Maxthon 13500,3,2,0,0,0,23
Chrome Mobile 96,3,2,0,0,0,23
Opera 72.6,3,2,0,0,0,21
Chrome 57.18,3,2,0,0,0,20
Opera Mini 68.0,3,2,0,0,0,19
Opera 59,3,2,0,0,0,18
Vivaldi 1.95,3,2,0,0,0,16
Maxthon 11000,3,2,0,0,0,14
VivoBrowser 7.5,3,2,0,0,0,11
Vivaldi 1.91,3,2,0,0,0,10
Chrome 109.3,3,2,0,0,0,7
UC Browser 9.0,3,2,0,0,0,7
CM Browser 39.0,3,2,0,0,0,6
Opera Mobile 50.1,3,2,0,0,0,6
Phoenix 4.7,3,2,0,0,0,5
Opera Mobile 36.3,3,2,0,0,0,5
Amazon Silk 58.2,3,2,0,0,0,5
Nintendo Browser 4.2,3,2,0,0,0,5
Amazon Silk 104.1,3,2,0,0,0,4
Iceweasel 21.0,3,2,0,0,0,4
Pale Moon 28.1,3,2,0,0,0,4
Opera Mobile 50.7,3,2,0,0,0,4
Seznam Browser 8.0,3,2,0,0,0,4
Opera 58.3,3,2,0,0,0,3
Firefox 109.1,3,1,0,0,0,83
Quark 3.1,3,1,0,0,0,45
Chrome 107.4,3,1,0,0,0,45
115 Browser 24.2,3,1,0,0,0,41
Chrome 56.2,3,1,0,0,0,38
Meizu Browser 9.7,3,1,0,0,0,18
UC Browser 12.4,3,1,0,0,0,14
Opera Mobile 42.8,3,1,0,0,0,3
Opera 8.00,2,2,0,0,0,1517
Safari 5.0.6,2,2,0,0,0,800
Safari 8.0.4,2,2,0,0,0,751
Opera 11.51,2,2,0,0,0,676
Safari 7.1.8,2,2,0,0,0,638
Chrome Mobile 22.0,2,2,0,0,0,418
MQQ Browser 5.0,2,2,0,0,0,415
Chromium 18.0,2,2,0,0,0,414
Tizen Browser 3.0,2,2,0,0,0,345
Safari 7.0.5,2,2,0,0,0,336
Konqueror 3.2,2,2,0,0,0,301
VivoBrowser 7.4,2,2,0,0,0,73
Pale Moon 27.1,2,2,0,0,0,53
Opera 100.0,2,2,0,0,0,48
Waterfox 56.4,2,2,0,0,0,42
Samsung Browser 108.0,2,2,0,0,0,39
Quark 2.5,2,2,0,0,0,39
Chrome 48.5,2,2,0,0,0,39
Seznam Browser 6.22,2,2,0,0,0,33
Opera 24.0,2,2,0,0,0,30
Opera 33,2,2,0,0,0,29
t-online Browser 7.102,2,2,0,0,0,28
Edge 17.17115,2,2,0,0,0,27
115 Browser 11.0,2,2,0,0,0,26
Safari 16.500000,2,2,0,0,0,25
Edge 17.17128,2,2,0,0,0,25
Yandex.Browser 22.5,2,2,0,0,0,24
Chrome 57.11,2,2,0,0,0,24
Firefox 111.,2,2,0,0,0,23
Seznam Browser 9.0,2,2,0,0,0,23
Opera 95,2,2,0,0,0,22
QQ Browser 9.3,2,2,0,0,0,19
Meizu Browser 7.6,2,2,0,0,0,19
Chrome 110.5,2,2,0,0,0,18
Firefox 15.1b14275,2,2,0,0,0,17
Chrome Mobile 94,2,2,0,0,0,16
Chrome 335.0,2,2,0,0,0,16
Edge 99,2,2,0,0,0,14
Edge 12.9600,2,2,0,0,0,14
Amazon Silk 79.4,2,2,0,0,0,13
Aloha Browser 0.6,2,2,0,0,0,13
Chrome Mobile 11.1,2,2,0,0,0,12
Firefox Focus 5.0,2,2,0,0,0,12
115 Browser 24.0,2,2,0,0,0,11
Opera Touch 1.13,2,2,0,0,0,11
MIUI Browser 8.0,2,2,0,0,0,11
Chrome 80.2,2,2,0,0,0,11
Opera Mobile 12.75,2,2,0,0,0,11
Edge 42.5,2,2,0,0,0,11
Opera Mobile 99.1,2,2,0,0,0,10
Chrome 103.3,2,2,0,0,0,10
Opera Mini 12.0,2,2,0,0,0,10
Opera 35,2,2,0,0,0,9
Firefox Focus 4.1,2,2,0,0,0,9
Maxthon 3500,2,2,0,0,0,9
Yandex.Browser 18.4,2,2,0,0,0,8
VivoBrowser 11.2,2,2,0,0,0,8
Edge 16.0,2,2,0,0,0,8
Meizu Browser 100.0,2,2,0,0,0,8
t-online Browser 7.107,2,2,0,0,0,8
Opera Mobile 7.5,2,2,0,0,0,8
Phoenix 5.7,2,2,0,0,0,7
Chromium 46.0,2,2,0,0,0,7
Edge 12.10162,2,2,0,0,0,7
MQQ Browser 6.7,2,2,0,0,0,7
Iceweasel 17.0,2,2,0,0,0,7
Coc Coc Browser 54.2,2,2,0,0,0,7
UC Browser 11.8,2,2,0,0,0,7
Samsung Browser 109.0,2,2,0,0,0,7
Edge 999.1,2,2,0,0,0,7
Opera 12.17,2,2,0,0,0,6
Edge 18.25231,2,2,0,0,0,6
Opera Mobile 42.6,2,2,0,0,0,6
OPPO Browser 3.4,2,2,0,0,0,6
Edge 16.16294,2,2,0,0,0,6
Phoenix 6.8,2,2,0,0,0,6
Edge 16.16273,2,2,0,0,0,6
Oculus Browser 5.7,2,2,0,0,0,6
NetFront 3.5,2,2,0,0,0,6
IceDragon 26.0,2,2,0,0,0,6
Opera 14.8,2,2,0,0,0,6
BaiduBrowser 2.9,2,2,0,0,0,6
Thunderbird 102.4,2,2,0,0,0,6
Chrome 56.1,2,2,0,0,0,6
Chrome 999.999,2,2,0,0,0,6
Waterfox 55.2,2,2,0,0,0,6
Opera 12.51,2,2,0,0,0,5
Amazon Silk 3.0,2,2,0,0,0,5
Chrome 54.20,2,2,0,0,0,5
MIUI Browser 12.0,2,2,0,0,0,5
Coc Coc Browser 51.2,2,2,0,0,0,5
Iceweasel 31.3,2,2,0,0,0,5
QQ Browser 4.4,2,2,0,0,0,5
Iceweasel 35.0,2,2,0,0,0,5
Opera 25.0,2,2,0,0,0,5
Iceweasel 43.0,2,2,0,0,0,5
Opera Mobile 11.0,2,2,0,0,0,5
Yandex.Browser 22.111,2,2,0,0,0,5
Mypal 28.17,2,2,0,0,0,5
NetFront Life 2.3,2,2,0,0,0,5
Edge 18.17713,2,2,0,0,0,5
Firefox Focus 9.0,2,2,0,0,0,5
Opera 12.02,2,2,0,0,0,5
BaiduBrowser 5.7,2,2,0,0,0,5
Chrome Mobile 40.2214,2,2,0,0,0,5
Maxthon 4.6,2,2,0,0,0,5
Cyberfox 49.0,2,2,0,0,0,4
UC Browser 9.7,2,2,0,0,0,4
Yandex.Browser 8.70,2,2,0,0,0,4
Phoenix 6.2,2,2,0,0,0,4
Whale 1.19,2,2,0,0,0,4
Edge 103,2,2,0,0,0,4
Whale 1.20,2,2,0,0,0,4
Iron 42.0,2,2,0,0,0,4
Konqueror 4.13,2,2,0,0,0,4
BaiduBrowser 4.2,2,2,0,0,0,4
Opera Mobile 23.0,2,2,0,0,0,4
Phoenix 5.3,2,2,0,0,0,4
Chromium 39.0,2,2,0,0,0,4
Edge 18.22593,2,2,0,0,0,4
Samsung Browser 110.0,2,2,0,0,0,4
CM Browser 30.0,2,2,0,0,0,4
Edge 12.10176,2,2,0,0,0,4
Opera Mobile 8.3,2,2,0,0,0,4
Aloha Browser 3.9,2,2,0,0,0,4
Opera Mobile 45.1,2,2,0,0,0,4
Opera Touch 2.8,2,2,0,0,0,4
Edge 111.1661,2,2,0,0,0,4
Opera 52.2,2,2,0,0,0,4
Chromium 77.0,2,2,0,0,0,4
Amazon Silk 3.67,2,2,0,0,0,4
Vivaldi 1.9,2,2,0,0,0,4
UC Browser 9.3,2,2,0,0,0,4
Iron 29.0,2,2,0,0,0,3
Mobile Opera 7.60,2,2,0,0,0,3
Chrome Mobile 99.109,2,2,0,0,0,3
Amazon Silk 106.4,2,2,0,0,0,3
Coc Coc Browser 49.0,2,2,0,0,0,3
Avast Secure Browser 5.0,2,2,0,0,0,3
Cyberfox 52.3,2,2,0,0,0,3
Aloha Browser 3.14,2,2,0,0,0,3
Edge 99.104,2,2,0,0,0,3
Maxthon 4.2,2,2,0,0,0,3
Nokia S60 Browser 7.2,2,2,0,0,0,3
Opera 54.2,2,2,0,0,0,3
Firefox 113.4,2,2,0,0,0,3
NetFront,2,2,0,0,0,3
Mozilla (Gecko) 0.9.8,2,2,0,0,0,3
Firefox 3.07,2,2,0,0,0,3
Opera 8.02,2,2,0,0,0,3
Chrome 105.4,2,2,0,0,0,3
Opera Mini 7.29530,2,2,0,0,0,3
Puffin 8.3,2,2,0,0,0,3
Yandex.Browser 22.9,2,2,0,0,0,3
Yandex.Browser 20.83,2,2,0,0,0,3
Mypal 28.11,2,2,0,0,0,3
Opera 10.62,2,2,0,0,0,3
Mozilla (Gecko) 1.4.1,2,2,0,0,0,3
Mobile Opera 9.4,2,2,0,0,0,3
Edge 42.11,2,2,0,0,0,3
Edge 18.18247,2,2,0,0,0,3
Amazon Silk 106.1,2,2,0,0,0,3
Opera Mini 3.1,2,2,0,0,0,3
Iceweasel 13.0,2,2,0,0,0,3
Aloha Browser 3.13,2,2,0,0,0,3
Nokia S40 Browser 3.8,2,2,0,0,0,3
Camino 0.8,2,2,0,0,0,2
iCab (unknown version),2,2,0,0,0,2
Opera 7.02,2,2,0,0,0,2
Yandex.Browser 22.90,2,2,0,0,0,2
Phoenix 6.3,2,2,0,0,0,2
Chrome 0.4,2,2,0,0,0,2
Yandex.Browser 22.79,2,2,0,0,0,2
Netscape Navigator 8.0.2,2,2,0,0,0,2
Firefox 10.6,2,2,0,0,0,2
Opera 44.12,2,2,0,0,0,2
Whale 2.4,2,2,0,0,0,2
AOL Browser 9.1,2,2,0,0,0,2
Thunderbird 24.0,2,2,0,0,0,2
Opera 7.01,2,2,0,0,0,2
Mozilla (Gecko) 0.9.2,2,2,0,0,0,2
Edge 18.25145,2,2,0,0,0,2
Yandex.Browser 22.35,2,2,0,0,0,2
Aloha Browser 2.2,2,2,0,0,0,2
Chrome 58.7,2,2,0,0,0,2
Firefox 45.66,2,2,0,0,0,2
Chrome Mobile 27.0,2,2,0,0,0,2
Internet Explorer Mobile 6.12,2,2,0,0,0,2
Chromium 9.0,2,2,0,0,0,2
Edge 18.22526,2,2,0,0,0,2
Vivaldi 6.0,2,2,0,0,0,2
Netscape Navigator 8.0.3.4,2,2,0,0,0,2
Yandex.Browser 10.80,2,2,0,0,0,2
Chrome Mobile 16.0,2,2,0,0,0,2
Chromium 11.0,2,2,0,0,0,2
Opera Mini 7.7,2,2,0,0,0,2
Yandex.Browser 10.90,2,2,0,0,0,2
Waterfox 78.5,2,2,0,0,0,2
Firefox 52.59,2,2,0,0,0,2
Opera 43.3,2,2,0,0,0,2
Opera Mobile 12.71,2,2,0,0,0,2
Chrome Mobile 98.100,2,2,0,0,0,2
Meizu Browser 7.99,2,2,0,0,0,2
Pale Moon 12.2,2,2,0,0,0,2
Camino 1.5,2,2,0,0,0,2
Yandex.Browser 23.34,2,2,0,0,0,2
Opera 11.1,2,2,0,0,0,2
Chrome Mobile 23.0,2,2,0,0,0,2
Opera Mobile 2.4,2,2,0,0,0,2
Firefox 114.0esr,2,2,0,0,0,2
Opera 5.02,2,2,0,0,0,2
Phoenix 8.3,2,2,0,0,0,2
Edge 36.04146,2,2,0,0,0,2
Edge 18.25247,2,2,0,0,0,2
Opera Mobile 18.0,2,2,0,0,0,2
Konqueror 3.0-rc6,2,2,0,0,0,2
Internet Explorer 5.17,2,2,0,0,0,2
Yandex.Browser 22.98,2,2,0,0,0,2
Firefox 108.0esr,2,2,0,0,0,2
SeaMonkey 2.1,2,2,0,0,0,2
Huawei Browser 1.0,2,2,0,0,0,2
Opera 8.10,2,2,0,0,0,2
Phoenix 4.0,2,2,0,0,0,2
Whale 1.11,2,2,0,0,0,2
Amaya (unknown version),2,2,0,0,0,2
Google Chrome 0.3,2,2,0,0,0,2
Opera Mini 46.1,2,2,0,0,0,2
Mozilla (Gecko) 1.7.13,2,2,0,0,0,2
Konqueror 3.0-rc3,2,2,0,0,0,2
Edge 18.23452,2,2,0,0,0,2
Chrome Mobile 25.0,2,2,0,0,0,2
Yandex.Browser 9.99,2,2,0,0,0,2
Coc Coc Browser 89.2,2,2,0,0,0,2
Galeon 1.2.6,2,2,0,0,0,2
Konqueror 3.1-rc6,2,2,0,0,0,2
Chrome 57.13,2,2,0,0,0,2
Opera 56.1,2,2,0,0,0,2
Firefox 4.0b8pre,2,2,0,0,0,2
Iron 10.0,2,2,0,0,0,2
Chrome 109.2,2,2,0,0,0,2
Chromium 92.0,2,2,0,0,0,2
Mobile Opera 9.7,2,2,0,0,0,2
Netscape Navigator 4.06,2,2,0,0,0,2
Edge 44.18362,2,2,0,0,0,2
Yandex.Browser 22.53,2,2,0,0,0,2
SeaMonkey 2.0b1pre,2,2,0,0,0,2
Yandex.Browser 10.60,2,2,0,0,0,2
Internet Explorer 5.13,2,2,0,0,0,2
Chrome Mobile 17.0,2,2,0,0,0,2
Opera 6.03,2,2,0,0,0,2
Waterfox 91.6,2,2,0,0,0,2
Firefox 113.1,2,2,0,0,0,2
Mobile Opera 5.02,2,2,0,0,0,2
SeaMonkey 1.0a,2,2,0,0,0,2
Edge 18.22509,2,2,0,0,0,2
Opera Mobile 8.2,2,2,0,0,0,2
Opera 7.20,2,2,0,0,0,2
Opera 9.3,2,2,0,0,0,2
UC Browser 9.8,2,2,0,0,0,2
Chromium 97.0,2,1,0,0,0,201
Opera 59.1,2,1,0,0,0,91
Opera 96,2,1,0,0,0,85
Chrome 56.7,2,1,0,0,0,73
MQQ Browser 7.4,2,1,0,0,0,72
Seznam Browser 6.18,2,1,0,0,0,62
Chrome Mobile 4.4,2,1,0,0,0,49
Firefox 113.3,2,1,0,0,0,45
Yandex.Browser 20.85,2,1,0,0,0,33
Chrome 99.9,2,1,0,0,0,31
Coc Coc Browser 79.0,2,1,0,0,0,25
Edge 99.114,2,1,0,0,0,25
MQQ Browser 8.6,2,1,0,0,0,18
Maxthon 4800,2,1,0,0,0,17
Quark 3.7,2,1,0,0,0,17
Maxthon 3489,2,1,0,0,0,14
Maxthon 3490,2,1,0,0,0,13
Chrome 366.0,2,1,0,0,0,12
Amazon Silk 67.2,2,1,0,0,0,12
Opera 36.3,2,1,0,0,0,11
Edge 16.16288,2,1,0,0,0,10
Chrome 110.5481,2,1,0,0,0,9
Opera 65.1,2,1,0,0,0,8
Pale Moon 27.5,2,1,0,0,0,8
Amazon Silk 71.3,2,1,0,0,0,7
Chromium 88.0,2,1,0,0,0,7
Waterfox 78.6,2,1,0,0,0,6
Chrome 57.6,2,1,0,0,0,6
PrivacyWall 84.0,2,1,0,0,0,5
Maxthon 3265,2,1,0,0,0,4
Opera 23.0,2,1,0,0,0,4
Firefox 98.02,2,1,0,0,0,4
Avast Secure Browser 4.11,2,1,0,0,0,3
Mypal 28.3,2,1,0,0,0,3
Waterfox 2022.11,2,1,0,0,0,3
Pale Moon 27.7,2,1,0,0,0,3
